　このお話は、そういう出没自在、神変ふかしぎの怪賊と、日本一の名探偵明智小五郎との、力と力、知恵と知恵、火花をちらす、一騎うちの大闘争の物語です。	探偵明智小五郎には、小林芳雄という少年助手があります。	　さて、前おきはこのくらいにして、いよいよ物語にうつることにします。
　老人は、そんなひとりごとをつぶやきながら、作蔵じいやの女房を呼んで着物をきかえますと、宝物部屋のがんじょうな板戸をピッタリしめ、外からかぎをかけ、ふたりの召使いに、その前で見はり番をしているように、かたくいいつけて、ソソクサとやしきを出かけました。	探偵に面会し、宝物の保護をたのもうというわけです。	　ああ、待ちに待った名探偵明智小五郎が、とうとう帰ってきたのです。しかも、時も時、所も所、まるで申しあわせでもしたように、ちょうど、二十面相がおそおうという、日下部氏の美術城のすぐ近くに、入湯に来ていようとは、左門老人にとっては、じつに、ねがってもないしあわせといわねばなりません。
　いうまでもなく、行く先は、近くの修繕寺温泉富士屋旅館です。そこへ行って、明智探偵に面会し、宝物の保護をたのもうというわけです。	探偵明智小五郎が、とうとう帰ってきたのです。	名探偵明智小五郎
　ああ、待ちに待った名探偵明智小五郎が、とうとう帰ってきたのです。しかも、時も時、所も所、まるで申しあわせでもしたように、ちょうど、二十面相がおそおうという、日下部氏の美術城のすぐ近くに、入湯に来ていようとは、左門老人にとっては、じつに、ねがってもないしあわせといわねばなりません。	探偵明智小五郎ネズミ色のトンビに身をつつんだ、小がらの左門老人が、長い坂道をチョコチョコと走らんばかりにして、富士屋旅館についたのは、もう午後一時ごろでした。	「明智小五郎先生は？」
と、小腰をかがめました。	探偵は、名刺を受けとることは受けとりましたが、よく見もしないで、さもめんどうくさそうに、「ああ、そうですか。	といいながら、また釣りざおの先へ気をとられています。
「先生、じつはきょう、こんな手紙を受けとったのです。」	探偵の顔の前へ、つきだしました。	「ああ、また逃げられてしまった……。こまりますねえ、そんなに釣りのじゃまをなすっちゃ。手紙ですって？　いったいその手紙が、ぼくにどんな関係があるとおっしゃるのです。」
「ホウ、二十面相ですか。二十面相が手紙をよこしたとおっしゃるのですか。」	探偵はいっこうおどろくようすもなく、あいかわらず釣りざおの先を見つめているのです。	　そこで、老人はしかたなく、怪盗の予告状を、自分で読みあげ、日下部家の「お城」にどのような宝物が秘蔵されているかを、くわしく物語りました。
先生をたよりにしておるのです。	探偵さんは、先生のほかにないということを、わしは信じておるのです。	　それに、ここには小さい警察分署しかありませんから、腕ききの刑事を呼ぶにしたって、時間がかかるのです。なにしろ二十面相は、今夜わしのところをおそうというのですからね。ゆっくりはしておられません。
　日下部左門老人が、修善寺でやとった自動車をとばして、谷口村の「お城」へ帰ってから、三十分ほどして、明智小五郎の一行が到着しました。	探偵のほかに、背広服のくっきょうな紳士が三人、みな警察分署づめの刑事で、それぞれ肩書きつきの名刺を出して、左門老人とあいさつをかわしました。	　老人はすぐさま、四人を奥まった名画の部屋へ案内して、壁にかけならべた掛け軸や、箱におさめて棚につみかさねてある、おびただしい国宝的傑作をしめし、いちいちその由緒を説明するのでした。
　美術ずきの二十面相が目をつけたのは、むりもありませんね。ぼくでもよだれがたれるようですよ。」	探偵は、感嘆にたえぬもののように、一つ一つの名画について、賛辞をならべるのでしたが、その批評のことばが、その道の専門家もおよばぬほどくわしいのには、さすがの左門老人もびっくりしてしまいました。	　さて、少し早めに、一同夕食をすませると、いよいよ名画守護の部署につくことになりました。
探偵は、感嘆にたえぬもののように、一つ一つの名画について、賛辞をならべるのでしたが、その批評のことばが、その道の専門家もおよばぬほどくわしいのには、さすがの左門老人もびっくりしてしまいました。	探偵への尊敬の念が、ひとしお深くなるのでした。	　さて、少し早めに、一同夕食をすませると、いよいよ名画守護の部署につくことになりました。
「ぼくは、この戸の前に、一晩中がんばっていることにしましょう。」	探偵はそういって、板戸の前の畳廊下に、ドッカリすわりました。	「先生、大じょうぶでしょうな。先生にこんなことを申しては、失礼かもしれませんが、相手はなにしろ、魔法使いみたいなやつだそうですからね。わしは、なんだかまだ、不安心なような気がするのですが。」
「いや、わしもここで徹夜することにしましょう。寝床へはいったって、ねむられるものではありませんからね。」	探偵のかたわらへすわりこんでしまいました。	「なるほど、では、そうなさるほうがいいでしょう。ぼくも話し相手ができて好都合です。絵画論でもたたかわしましょうかね。」
「なるほど、では、そうなさるほうがいいでしょう。ぼくも話し相手ができて好都合です。絵画論でもたたかわしましょうかね。」	探偵、にくらしいほど落ちつきはらっています。	　それから、ふたりはらくな姿勢になって、ポツポツ古名画の話をはじめたものですが、しゃべるのは明智ばかりで、老人はソワソワと落ちつきがなく、ろくろく受け答えもできないありさまです。
　そんなことをいったかと思うと、板戸の前に長々と横になって、目をふさいでいました。そして、まもなく、スヤスヤとおだやかな寝息が聞こえはじめたのです。	探偵のしぐさに、老人は気が気ではありません。	　何かみょうな音が聞こえてくるような気がします。耳鳴りかしら、それとも近くの森のこずえにあたる風の音かしら。
「なんです。そうぞうしいじゃありませんか。どこに賊がいるんです。夢でもごらんになったのでしょう。」	探偵は身動きもせず、しかりつけるようにいうのでした。	　なるほど、今のは夢か、それとも幻だったのかもしれません。いくら見まわしても、黒装束の男など、どこにもいやしないのです。
　左門老人はわれながら、ふしぎでしかたがありませんでした。	探偵はゆうべのままの姿で、まだスヤスヤとねむっています。	「ああ、助かった。それじゃ二十面相は、明智探偵におそれをなして、とうとうやってこなかったとみえる。ありがたい、ありがたい。」
　見ると、明智探偵はゆうべのままの姿で、まだスヤスヤとねむっています。	探偵におそれをなして、とうとうやってこなかったとみえる。	　老人はホッと胸をなでおろして、しずかに探偵をゆりおこしました。
あんたは失策ですむじゃろうが、このわしは、いったいどうすればよいのです。	探偵、名探偵と評判ばかりで、なんだこのざまは……。	　老人はまっさおになって、血走った目で明智をにらみつけて、今にも、とびかからんばかりのけんまくです。
明智はさも恐縮したように、さしうつむいていましたが、やがて、ヒョイとあげた顔を見ますと、これはどうしたというのでしょう。	探偵は笑っているではありませんか。	　日下部老人は、あっけにとられてしまいました。明智は賊にだしぬかれたくやしさに、気でもちがったのでしょうか。
「明智さん、あんた何がおかしいのじゃ。これ、何がおかしいのじゃというに。」	探偵明智小五郎、ざまはないですね。	　明智のようすは、いよいよへんです。
者をしばりあげるなんて法はありません。	探偵がニヤニヤ笑っているなんてばかなことはありません。	「ご老人、だれをお呼びになっているのです。明智とかおっしゃったようですが。」
刑事はどうしたんじゃ。	探偵にごまかされるはずはあるまい。	　老人は、目の前に立ちはだかっている男を、あのおそろしい二十面相だとは、信じたくなかったのです。むりにも明智小五郎にしておきたかったのです。
　老人は、もう信じまいとしても信じないわけにはいきませんでした。明智小五郎とばかり思いこんでいた男が、名探偵どころか、大盗賊だったのです。おそれにおそれていた怪盗二十面相、その人だったのです。	探偵が、すなわち、盗賊だったなんて。	「ご老人、ゆうべのエジプトたばこの味はいかがでした。ハハハ……、思いだしましたか。あの中にちょっとした薬がしかけてあったのですよ。ふたりの刑事が部屋へはいって、荷物を運びだし、自動車へつみこむあいだ、ご老人に一ねむりしてほしかったものですからね。あの部屋へどうしてはいったかとおっしゃるのですか。ハハハ……、わけはありませんよ。あなたのふところから、ちょっとかぎを拝借すればよかったのですからね。」
少年が東京駅にやってきたのは、先生の明智小五郎を出むかえるためでした。	探偵は、こんどこそ、ほんとうに外国から帰ってくるのです。	　明智は某国からの招きに応じ、ある重大な事件に関係し、みごとに成功をおさめて帰ってくるのですから、いわば凱旋将軍です。本来ならば、外務省とか民間団体から、大ぜいの出むかえがあるはずですが、明智はそういうぎょうぎょうしいことが大きらいでしたし、探偵という職業上、できるだけ人目につかぬ心がけをしなければなりませんので、公の方面にはわざと通知をしないで、ただ自宅だけに東京駅着の時間をしらせておいたのでした。それも、いつも明智夫人は出むかえをえんりょして、小林少年が出かけるならわしになっていました。
　小林君はうれしさに、もうむがむちゅうになって、先生のそばへかけよりました。	探偵は赤帽にいくつかのトランクをわたすと、プラットホームへおりたち、小林君のほうへよってきました。	「小林君、いろいろ苦労をしたそうだね。新聞ですっかり知っているよ。でも、ぶじでよかった。」
読者諸君、これがいったい、ほんとうのことでしょうか。	探偵を出むかえるなんて。	「明智君、きみは、ぼくが想像していたとおりの方でしたよ。最初ぼくを見たときから気づいていて、気づいていながらぼくの招待に応じるなんて、シャーロック＝ホームズにだってできない芸当です。ぼくはじつにゆかいですよ。なんて生きがいのある人生でしょう。ああ、この興奮の一時のために、ぼくは生きていてよかったと思うくらいですよ。」
探偵を出むかえるなんて。	探偵のほうでも、とっくに、それと知りながら、賊のさそいにのり、賊のお茶をよばれるなんて、そんなばかばかしいことがおこりうるものでしょうか。	「明智君、きみは、ぼくが想像していたとおりの方でしたよ。最初ぼくを見たときから気づいていて、気づいていながらぼくの招待に応じるなんて、シャーロック＝ホームズにだってできない芸当です。ぼくはじつにゆかいですよ。なんて生きがいのある人生でしょう。ああ、この興奮の一時のために、ぼくは生きていてよかったと思うくらいですよ。」
トランクとエレベーター	探偵は、プラットホームで賊をとらえようと思えば、なんのわけもなかったのです。	　しかし、これは名探偵の自信がどれほど強いかを語るものです。賊を見くびっていればこそ、こういう放れわざができるのです。探偵は博物館の宝物には、賊の一指をもそめさせない自信がありました。例の美術城の宝物も、そのほかのかぞえきれぬ盗難品も、すっかり取りかえす信念がありました。
　名探偵は、プラットホームで賊をとらえようと思えば、なんのわけもなかったのです。どうして、この好機会を見のがしてしまったのでしょう。読者諸君は、くやしく思っているかもしれませんね。	探偵の自信がどれほど強いかを語るものです。	　それには、今、賊をとらえてしまっては、かえって不利なのです。二十面相には、多くの手下があります。もし首領がとらえられたならば、その部下のものが、ぬすみためた宝物を、どんなふうに処分してしまうか、知れたものではないからです。逮捕は、そのたいせつな宝物のかくし場所をたしかめてからでもおそくはありません。
賊を見くびっていればこそ、こういう放れわざができるのです。	探偵は博物館の宝物には、賊の一指をもそめさせない自信がありました。	　それには、今、賊をとらえてしまっては、かえって不利なのです。二十面相には、多くの手下があります。もし首領がとらえられたならば、その部下のものが、ぬすみためた宝物を、どんなふうに処分してしまうか、知れたものではないからです。逮捕は、そのたいせつな宝物のかくし場所をたしかめてからでもおそくはありません。
「明智君、今のぼくの立ち場というものを、ひとつ想像してみたまえ。きみは、ぼくをとらえようと思えば、いつだってできるのですぜ。ほら、そこのベルをおせばいいのだ。そしてボーイにおまわりさんを呼んでこいと命じさえすればいいのだ。ハハハ……、なんてすばらしい冒険だ。この気持、きみにわかりますか。命がけですよ。ぼくは今、何十メートルとも知れぬ絶壁の、とっぱなに立っているのですよ。」	探偵の顔を見つめ、さもおかしそうに大声に笑いだすのでした。	「ハハハ……。」
「きみ、なにもそうビクビクすることはありゃしない。きみの正体を知りながら、ノコノコここまでやってきたぼくだもの、今、きみをとらえる気なんか少しもないのだよ。ぼくはただ、有名な二十面相君と、ちょっと話をしてみたかっただけさ。なあに、きみをとらえることなんか、急ぐことはありゃしない。博物館の襲撃まで、まだ九日間もあるじゃないか。まあ、ゆっくり、きみのむだ骨折りを拝見するつもりだよ。」	探偵だねえ。	　二十面相はだんだん、声の調子をすごくしながら、ニヤニヤとうすきみ悪く笑うのでした。
「わからないかね。ほら、きみの足もとをごらん。ぼくの荷物にしては少し大きすぎるトランクがおいてあるじゃないか。中はからっぽだぜ。つまりきみの棺桶なのさ。このふたりのボーイ君が、きみをいま、そのトランクの中へ埋葬しようってわけさ。ハハハ……。	探偵も、ちっとはおどろいたかね。	　いや、きみ、声をたてたってむだだよ。両どなりとも、ぼくの借りきりの部屋なんだ。それから念のためにいっておくがね、ここにいるぼくの部下はふたりきりじゃない。じゃまのはいらないように、廊下にもちゃんと身はり番がついているんだぜ。」
　いや、きみ、声をたてたってむだだよ。両どなりとも、ぼくの借りきりの部屋なんだ。それから念のためにいっておくがね、ここにいるぼくの部下はふたりきりじゃない。じゃまのはいらないように、廊下にもちゃんと身はり番がついているんだぜ。」	探偵は、まんまと敵のわなにおちいったのです。	　血のきらいな二十面相のことですから、まさか命をうばうようなことはしないでしょうけれど、なんといっても、賊にとっては警察よりもじゃまになる明智小五郎です。トランクの中へとじこめて、どこか人知れぬ場所へ運びさり、博物館の襲撃を終わるまで、とりこにしておこうという考えにちがいありません。
りの大男は問答無益とばかり、明智の身辺にせまってきましたが、今にもとびかかろうとして、ちょっとためらっております。	探偵の身にそなわる威力にうたれたのです。	　でも、力ではふたりにひとり、いや、三人にひとりなのですから、明智小五郎がいかに強くても、かないっこはありません。ああ、かれは帰朝そうそう、はやくもこの大盗賊のとりことなり、探偵にとって最大の恥辱を受けなければならない運命なのでしょうか。ああ、ほんとうにそうなのでしょうか。
読者諸君は、それがだれだか、もうとっくにお察しのことと思います。	探偵の名助手小林少年です。	「あ、小林の小僧だな。じゃ、あいつは家へ帰らなかったのか。」
「さすがは明智小五郎だ。そうなくてはならないよ……。マア気を悪くしないでくれたまえ。今のは、ちょっときみの気をひいてみたまでさ。けっして本気じゃないよ。では、きょうは、これでお別れとして、きみを玄関までお送りしよう。」	探偵は、そんなあまい口に乗って、すぐ、ゆだんしてしまうほど、お人よしではありませんでした。	「お別れするのはいいがね。このボーイ諸君が少々目ざわりだねえ。まず、このふたりと、それから廊下にいるお仲間を、台所のほうへ追いやってもらいたいものだねえ。」
　階下につくと、明智はやはりハンドルをにぎったまま、まだしりもちをついているボーイの顔を、グッとするどくにらみつけました。その眼光のおそろしさ。年若いボーイはふるえあがって、思わず右のポケットの上を、なにかたいせつなものでもはいっているようにおさえるのでした。	探偵は、その表情と手の動きを見のがしませんでした。	　賊はそうして、五分か十分のあいだ、探偵をエレベーターの中にとじこめておいて、そのひまに階段のほうからコッソリ逃げさろうとしたのです。いくら大胆不敵の二十面相でも、もう正体がわかってしまった今、探偵と肩をならべて、ホテルの人たちや泊まり客のむらがっている玄関を、通りぬける勇気はなかったのです。明智はけっしてとらえないといっていますけれど、賊の身にしては、それをことばどおり信用するわけにはいきませんからね。
賊はそうして、五分か十分のあいだ、探偵をエレベーターの中にとじこめておいて、そのひまに階段のほうからコッソリ逃げさろうとしたのです。	探偵と肩をならべて、ホテルの人たちや泊まり客のむらがっている玄関を、通りぬける勇気はなかったのです。	　名探偵はエレベーターをとびだすと、廊下を一とびに、玄関へかけだしました。すると、ちょうどまにあって、二十面相の辻野氏が表の石段を、ゆうぜんとおりていくところでした。
　賊はそうして、五分か十分のあいだ、探偵をエレベーターの中にとじこめておいて、そのひまに階段のほうからコッソリ逃げさろうとしたのです。いくら大胆不敵の二十面相でも、もう正体がわかってしまった今、探偵と肩をならべて、ホテルの人たちや泊まり客のむらがっている玄関を、通りぬける勇気はなかったのです。明智はけっしてとらえないといっていますけれど、賊の身にしては、それをことばどおり信用するわけにはいきませんからね。	探偵はエレベーターをとびだすと、廊下を一とびに、玄関へかけだしました。	「や、しっけい、しっけい、ちょっとエレベーターに故障があったものですからね、ついおくれてしまいましたよ。」
と、いまいましそうに舌うちすると、そこに待たせてあった自動車を呼ぶのでした。	探偵と大盗賊の初対面の小手しらべは、みごとに探偵の勝利に帰しました。	「このしかえしは、きっとしてやるぞ。」
「あ、明智さん、今、あなたをおたずねするところでした。あいつは、どこにいますか。」	探偵は、鉄道ホテルから五十メートルも歩いたか歩かぬかに、とつぜん呼びとめられて、立ちどまらなければなりませんでした。	「ああ、今西君。」
明智小五郎の自宅に電話がかけられました。	探偵は外務省に出むいて、るす中でしたので、かわりに小林少年が出頭することになりました。	　やがてほどもなく、いかめしい調べ室に、りんごのようなほおの、かわいらしい小林少年があらわれました。そして、賊の姿を一目見るやいなや、これこそ、外務省の辻野氏と偽名した、あの人物にちがいないと証言しました。
　のちに、松下氏のアパートの主人を呼びだして、しらべてみますと、松下氏は少しもあやしい人物でないことがたしかめられたのです。	探偵をおそうためには、これだけの用意がしてあったのです。	　替え玉といっても、二十面相にかぎっては、自分によく似た人をさがしまわる必要は、少しもないのでした。なにしろ、おそろしい変装の名人のことです。手あたりしだいにやといいれた人物に、こちらで化けてしまうのですから、わけはありません。相手はだれでもかまわない。口車に乗りそうなお人よしをさがしさえすればよかったのです。
弟子明智小五郎の住宅は、港区竜土町の閑静なやしき町にありました。	探偵は、まだ若くて美しい文代夫人と、助手の小林少年と、お手伝いさんひとりの、質素な暮らしをしているのでした。	　明智探偵が、外務省からある友人の宅へたちよって帰宅したのは、もう夕方でしたが、ちょうどそこへ警視庁へ呼ばれていた小林君も帰ってきて、洋館の二階にある明智の書斎へはいって、二十面相の替え玉事件を報告しました。
　明智小五郎の住宅は、港区竜土町の閑静なやしき町にありました。名探偵は、まだ若くて美しい文代夫人と、助手の小林少年と、お手伝いさんひとりの、質素な暮らしをしているのでした。	探偵が、外務省からある友人の宅へたちよって帰宅したのは、もう夕方でしたが、ちょうどそこへ警視庁へ呼ばれていた小林君も帰ってきて、洋館の二階にある明智の書斎へはいって、二十面相の替え玉事件を報告しました。	「たぶん、そんなことだろうと思っていた。しかし、中村君には気のどくだったね。」
「たぶん、そんなことだろうと思っていた。しかし、中村君には気のどくだったね。」	探偵は、にが笑いをうかべていうのでした。	「先生、ぼく少しわからないことがあるんですが。」
「先生が二十面相をわざと逃がしておやりになったわけは、ぼくにもわかるのですけれど、なぜあのとき、ぼくに尾行させてくださらなかったのです。博物館の盗難をふせぐのにも、あいつのかくれがが知れなくては、こまるんじゃないかと思いますが。」	探偵は小林少年の非難を、うれしそうににこにこして聞いていましたが、立ちあがって、窓のところへ行くと、小林少年を手まねきしました。	「それはね。二十面相のほうで、ぼくに知らせてくれるんだよ。
「ありがとう。」	探偵は、あたたかい手を少年の肩にあてていうのでした。	「だが、きみにはできない仕事なんだよ。まあ、ぼくを信じていたまえ。きみも知っているだろう。ぼくが一度だって失敗したことがあったかい……。心配するんじゃないよ。心配するんじゃないよ。」
　さて、その翌日の夕方のことでした。	探偵の門前、ちょうど、きのう紙芝居が立っていたへんに、きょうはひとりの乞食がすわりこんで、ほんの時たま通りかかる人に、何か口の中でモグモグいいながら、おじぎをしております。	　にしめたようなきたない手ぬぐいでほおかむりをして、ほうぼうにつぎのあたった、ぼろぼろにやぶれた着物を着て、一枚のござの上にすわって、寒そうにブルブル身ぶるいしているありさまは、いかにもあわれに見えます。
人通りがとだえますと、この乞食のようすが一変するのでした。	探偵の家を、ジロジロとながめまわすのです。	　明智探偵は、その日午前中は、どこかへ出かけていましたが、三時間ほどで帰宅すると、往来からそんな乞食が見はっているのを、知ってか知らずにか、表に面した二階の書斎で、机に向かって、しきりに何か書きものをしています。その位置が窓のすぐ近くなものですから、乞食のところから、明智の一挙一動が、手にとるように見えるのです。
　ところが、ふしぎなことに、往来に人通りがとだえますと、この乞食のようすが一変するのでした。今まで低くたれていた首を、ムクムクともたげて、顔いちめんの無精ひげの中から、するどい目を光らせて、目の前の明智探偵の家を、ジロジロとながめまわすのです。	探偵は、その日午前中は、どこかへ出かけていましたが、三時間ほどで帰宅すると、往来からそんな乞食が見はっているのを、知ってか知らずにか、表に面した二階の書斎で、机に向かって、しきりに何か書きものをしています。	　それから夕方までの数時間、乞食はこんきよく地面にすわりつづけていました。明智探偵のほうも、こんきよく窓から見える机に向かいつづけていました。
乞食はこんきよく地面にすわりつづけていました。	探偵のほうも、こんきよく窓から見える机に向かいつづけていました。	　午後はずっと、ひとりの訪問客もありませんでしたが、夕方になって、ひとりの異様な人物が、明智邸の低い石門の中へはいっていきました。
　乞食姿の二十面相の部下は、あたりを見まわしながら、声をひくめていうのでした。	探偵の危急「ええ、なんだって、あの野郎をひっさらうんだって、そいつあおもしれえ。	　赤井寅三は、もうむちゅうになってたずねるのです。
人物というのは、ああ、やっぱり明智探偵でした。	探偵は、二十面相の予想にたがわず、まんまと計略にかかってしまったのでしょうか。	「身動きすると、ぶっぱなすぞ。」
　乞食に化けた男は、運転手から、ひとたばのなわを受けとると、赤井に手つだわせて、明智探偵の手足を、たとえ蘇生しても、身動きもできないように、しばりあげてしまいました。	探偵もたわいがないね。	　ぐるぐる巻きの明智のからだを、自動車の床にころがして、乞食と赤井とが、客席におさまると、車はいきなり走りだしました。行く先はいわずと知れた二十面相の巣くつです。
「ウン、よくやった。赤井君は、なかなか役にたちそうな人物だ。それに、明智に深いうらみを持っているのが何より気にいったよ。」	探偵をとりこにしたうれしさに、何もかも上きげんです。	　そこで赤井はあらためて、弟子入りのおごそかな誓いをたてさせられましたが、それがすむと、この浮浪人はさいぜんから、ふしぎでたまらなかったことを、さっそくたずねたものです。
　翌朝になっても明智探偵が帰宅しないものですから、るす宅は大さわぎになりました。	探偵が同伴して出かけた、事件依頼者の婦人の住所がひかえてありましたので、そこをしらべますと、そんな婦人なんか住んでいないことがわかりました。	　各新聞の夕刊は、「名探偵明智小五郎氏誘かいさる」という大見出しで、明智の写真をおおきく入れて、この椿事をデカデカと書きたて、ラジオもこれをくわしく報道しました。
　探偵が同伴して出かけた、事件依頼者の婦人の住所がひかえてありましたので、そこをしらべますと、そんな婦人なんか住んでいないことがわかりました。さては二十面相のしわざであったかと、人々は、はじめてそこへ気がついたのです。	探偵明智小五郎氏誘かいさる」という大見出しで、明智の写真をおおきく入れて、この椿事をデカデカと書きたて、ラジオもこれをくわしく報道しました。	「ああ、たのみに思うわれらの名探偵は、賊のとりこになった。博物館があぶない。」
　一千万の都民は、わがことのようにくやしがり、そこでもここでも、人さえ集まれば、もう、この事件のうわさばかり、全都の空が、なんともいえない陰うつな、不安の黒雲におおわれたように、感じないではいられませんでした。	探偵の誘かいを、世界中でいちばんざんねんに思ったのは、探偵の少年助手小林芳雄君でした。	　一晩待ちあかして朝になっても、また、一日むなしく待って、夜がきても、先生はお帰りになりません。警察では二十面相に誘かいされたのだといいますし、新聞やラジオまでそのとおりに報道するものですから、先生の身のうえが心配なばかりでなく、名探偵の名誉のために、くやしくって、くやしくって、たまらないのです。
小林君は自分の心配のほかに、先生の奥さんをなぐさめなければなりませんでした。	探偵の夫人ほどあって、涙を見せるようなことはなさいませんでしたが、不安にたえぬ青ざめた顔に、わざと笑顔をつくっていらっしゃるようすを見ますと、お気のどくで、じっとしていられないのです。	「奥さん大じょうぶですよ。先生が賊のとりこなんかになるもんですか。きっと先生には、ぼくたちの知らない、何か深い計略があるのですよ。それでこんなにお帰りがおくれるんですよ。」
　小林君は、そんなふうにいって、しきりと明智夫人をなぐさめましたが、しかし、べつに自信があるわけではなく、しゃべっているうちに、自分のほうでも不安がこみあげてきて、ことばもとぎれがちになるのでした。	探偵助手の小林君も、こんどばかりは、手も足も出ないのです。	　おとといは、賊の部下が紙芝居屋に化けて、ようすをさぐりに来ていたが、もしやきょうもあやしい人物が、そのへんをうろうろしていないかしら。そうすれば、賊の住み家をさぐる手だてもあるんだがと、一縷の望みに、たびたび二階へあがって表通りを見まわしても、それらしい者の影さえしません。賊のほうでは、誘かいの目的をはたしてしまったのですから、もうそういうことをする必要がないのでしょう。
明智先生がお聞きになったら、どんなにお喜びになるかもしれないですよ。	探偵団でぼくをたすけてください。	　けれどね、きみたちはぼくとちがうんだから、危険なことはやらせませんよ。もしものことがあると、みんなのおとうさんやおかあさんに申しわけないですからね。
　そうして、きょう一日聞きこみをやれば、ひょっとしたら、何か手がかりがつかめるかもしれないですよ。」	探偵団のみんなを門の中へ呼んでもいいですか。	「ええ、どうぞ、ぼくもいっしょに外へ出ましょう。」
小林君は、壮二君の紹介で、ポーチの上から、みんなにあいさつしました。	探偵捜査の手段について、こまごまとさしずをあたえました。	　むろん一同大賛成です。
　しかし、東京中の何千人というおとなのおまわりさんにさえ、どうすることもできないほどの難事件です。手がかりがえられなかったといって、けっして、少年捜索隊の無能のせいではありません。それに、これらの勇ましい少年たちは、後日、またどのような手がらをたてないものでもないのです。	探偵ゆくえ不明のまま、おそろしい十二月十日は、一日一日とせまってきました。	　ところが、問題の日の二日前、十二月八日には、またまた世間のさわぎを大きくするようなできごとがおこったのです。というのは、その日の東京毎日新聞の社会面に、二十面相からの投書が、れいれいしく掲載されたことでした。
男を崇拝でもしているようなことをいうが、ぼくは不賛成だね。	探偵じゃないか。	「ですが、明智君のこれまでの功績を考えますと、いちがいにそうもいいきれないのです。今も外で中村君と話したことですが、こんなさい、あの男がいてくれたらと思いますよ。」
　明智が、おもおもしい口調でいいました。	探偵の狼藉「え、え、きみは何をいっているんだ。	　警視総監は、明智をにらみつけて、腹だたしげにどなりました。
　すると、そのつぎのしゅんかん、じつに異様なことがおこったのです。	探偵は、気でもちがったのでしょうか。	　しかもそのすばやいこと、三人の人たちが、あっけにとられ、とめるのもわすれて、目を見はっているまに、同じ陳列棚の、どれもこれも国宝ばかりの五つの仏像を、つぎからつぎへと、たちまちのうちに、片っぱしからとりかえしのつかぬ傷ものにしてしまいました。
